1.08484	3.99965	0.999916
2.08518	8.34688	2.00042
3.08554	13.3486	3.00077
4.08585	18.9958	4.00112
5.08619	25.0912	5.00138
6.08663	26.092	6.00174
7.08721	25.0932	7.00232
8.0867	30.9642	8.00191
9.08705	31.3197	9.00226
10.0875	36.406	10.0027
11.0868	42.4106	11.0021
12.0872	49.4126	12.0023
13.0875	33.0497	13.0027
14.088	39.0524	14.0032
15.0885	45.6401	15.0036
16.088	52.9891	16.0031
17.0884	60.9934	17.0036
18.0883	50.9883	13.0959
19.0878	46.6728	14.0954
20.0883	34.8255	15.0959
21.0877	15.8884	6.58469
22.0879	20.8896	7.58492
23.0881	26.1606	8.58515
24.0883	32.1618	9.58536
25.0876	33.8712	10.5846
26.0879	40.4838	11.5849
27.0882	47.4858	12.5852
28.0885	54.7764	13.5855
29.0888	29.4831	13.3534
30.089	28.5256	14.3537
31.0893	33.2191	15.3539
32.0886	38.2156	16.3532
33.0889	35.8611	17.3535
34.0893	22.5092	11.271
35.0885	26.6706	12.2702
36.0888	31.672	13.2705
37.0896	22.4026	9.28912
38.0889	26.7676	10.2889
39.0895	31.7689	11.2892
40.0888	25.0884	9.69206
41.0891	30.0897	10.6923
42.0894	35.0914	11.6927
43.0888	41.0157	12.692
44.0891	34.0163	11.2562
45.0895	40.0186	12.2566
46.0897	46.9095	13.2568
47.09	53.9115	14.2571
48.0903	61.3281	15.2574
49.0897	62.3945	16.2568
50.0899	37.0673	12.3668
51.0902	29.7017	11.6114
52.0935	34.7184	12.6148
53.0942	32.6189	13.6153
54.0937	37.6163	14.6148
55.0941	42.619	15.6154
56.0949	48.5408	16.6158
57.0956	55.0191	17.6168
58.096	29.0797	10.4203
59.0963	35.0816	11.4206
60.0996	29.3078	10.0996
61.0962	26.5179	11.1002
62.0955	19.5611	6.92063
63.0977	16.6486	6.47403
64.0984	20.652	7.47487
65.0977	25.4855	8.47413
66.0981	30.4871	9.47445
67.0985	35.7855	10.4749
68.0987	41.787	11.4752
69.099	47.7887	12.4755
70.0993	35.2561	12.376
71.0999	40.253	13.3753
72.0993	45.3254	14.376
73.099	45.0266	15.3755
74.0996	50.03	16.3762
75.1054	22.2879	13.1556
76.1048	26.2865	14.1553
77.1054	30.7078	15.1556
78.105	35.7349	16.1552
79.1066	41.7389	17.1559
80.1049	47.7358	18.1554
81.1054	53.9137	19.1558
82.1056	60.9152	20.156
83.1059	46.902	13.7862
84.1063	53.904	14.7865
85.1059	61.045	15.7861
86.1062	43.6999	16.7865
87.1062	50.614	17.7865
88.1055	46.1887	18.7858
89.1058	44.4825	19.7861
90.1077	50.4937	20.788
91.1081	34.8956	13.0323
92.1101	26.8658	9.14309
93.1095	32.2002	10.144
94.1089	38.2785	11.1434
95.1134	45.3108	12.148
96.1127	53.2488	13.1473
97.113	61.4096	14.1476
98.1132	70.412	15.1479
99.1126	50.8783	14.1509
100.113	32.2546	9.19319
101.113	38.8796	10.1936
102.113	36.5417	11.1929
103.113	42.7875	12.1932
104.113	44.2487	13.1936
105.113	50.2449	14.1929
106.113	57.1512	15.1933
107.113	64.56	16.1936
108.113	41.276	12.9428
109.113	27.0912	12.1584
110.12	18.7069	9.62916
111.12	22.708	10.6294
112.12	15.8787	6.91177
113.12	20.1291	7.91115
114.12	25.1311	8.91156
115.12	30.1328	9.9119
116.12	29.258	10.9112
117.12	34.26	11.9116
118.12	28.1077	12.912
119.121	33.1092	13.9123
120.121	38.1107	14.9126
121.121	43.6095	15.9128
122.121	49.6055	16.9121
123.121	26.0692	10.2541
124.122	31.0724	11.2547
125.122	26.1898	12.2551
126.122	9.18172	5.49852
127.123	12.1827	6.49885
128.123	7.87287	5.17629
129.123	10.8742	6.17672
130.123	14.5267	7.17603
131.123	18.8869	8.17627
132.123	24.1809	9.17653
133.124	30.1832	10.1769
134.125	27.6761	11.1773
135.124	33.515	12.1775
136.124	34.1565	13.1779
137.124	39.5087	14.1773
138.124	30.3328	10.1896
139.124	35.3306	11.1892
140.124	30.1438	12.1895
141.125	35.1459	13.1899
142.124	26.7463	10.2935
143.125	31.7475	11.2937
144.124	37.63	12.2939
145.124	43.6849	13.2931
146.124	50.6868	14.2934
147.124	42.5307	12.8381
148.124	49.5577	13.8374
149.124	57.5602	14.8377
150.124	65.5623	15.838
151.124	52.3979	16.8382
152.124	59.394	17.8377
153.124	60.2609	18.8379
154.124	67.1703	19.8381
155.124	53.3278	18.355
156.124	40.5331	12.8812
157.124	34.6891	13.8816
158.124	40.6906	14.8818
159.125	47.6913	15.8821
160.125	54.6931	16.8824
161.125	62.3714	17.8826
162.125	51.4837	14.033
163.125	58.486	15.0333
164.125	39.4918	13.0953
165.125	45.4891	14.0949
166.125	45.8194	15.0951
167.126	40.2613	16.0955
168.127	45.2635	17.0959
169.126	51.1268	18.0956
170.127	57.1332	19.0967
171.127	28.8214	13.0013
172.127	33.759	14.0017
173.127	38.756	15.001
174.127	17.3368	8.00689
175.127	21.3353	9.0065
176.127	25.5688	10.0063
177.127	30.5711	11.0068
178.127	28.6328	12.0062
179.127	33.2313	13.0065
180.127	24.2257	11.8663
181.127	29.1743	12.8667
182.127	34.8127	13.866
183.127	41.2405	14.8667
184.133	48.2827	15.8727
185.134	55.2845	16.873
186.134	39.153	12.5343
187.135	45.4628	13.5348
188.135	40.2227	14.5351
189.135	36.0619	15.5354
190.135	42.0634	16.5356
191.138	48.0594	17.5349
192.135	54.9256	18.5354
193.135	61.9274	19.5356
194.135	69.1506	20.5349
195.135	55.6188	13.65
196.135	49.1887	14.6502
197.135	43.7432	15.6495
198.135	49.7448	16.6497
199.135	33.2924	17.65
200.135	32.0647	18.6503
201.135	36.5709	19.6496
202.135	20.9233	10.8637
203.135	24.921	11.8631
204.135	29.8886	12.8636
205.136	34.8903	13.8639
206.135	25.0266	9.25328
207.136	30.0286	10.2537
208.135	23.7735	9.29648
209.135	28.0217	10.2968
210.135	26.161	11.2962
211.135	31.1632	12.2966
212.135	36.1607	13.2961
213.136	29.1924	14.2964
214.135	18.9256	8.00221
215.135	23.9269	9.00248
216.135	29.6949	10.0018
217.135	35.6972	11.0022
218.136	36.5577	12.0025
219.135	29.5538	10.2466
220.138	34.5662	11.2491
221.138	40.271	12.2495
222.138	46.2739	13.25
223.138	46.8692	14.2494
224.14	52.5961	15.2519
225.14	58.5919	16.2512
226.14	41.9038	16.1127
227.14	29.792	13.0339
228.146	34.6124	14.0393
229.146	40.3483	15.0398
230.146	46.35	16.04
231.146	37.4965	17.0403
232.146	43.4925	18.0396
233.152	50.4135	19.0456
234.152	37.743	10.7266
235.152	44.9399	11.726
236.152	52.9428	12.7264
237.152	50.5242	13.7267
238.152	50.9321	14.7263
239.152	41.8056	15.727
240.153	48.8073	16.7272
241.153	55.8109	17.7277
242.153	31.1976	9.88574
243.153	37.2001	10.8861
244.153	44.098	11.8864
245.154	41.4855	12.886
246.154	48.4853	13.8859
247.153	56.2442	14.886
248.153	52.3891	15.8864
249.153	59.592	16.8858
250.154	44.1176	12.3462
251.154	51.0636	13.3463
252.153	58.9797	14.3461
253.153	52.9274	15.3455
254.153	31.4451	10.8958
255.153	25.5875	8.7586
256.153	24.382	9.75897
257.153	29.9	10.7594
258.154	36.2035	11.7597
259.154	43.2062	12.7601
260.154	50.4052	13.7604
261.155	58.4075	14.7607
262.155	66.6773	15.761
263.156	70.3774	16.7614
264.157	65.7955	17.7634
265.158	73.7982	18.7638
266.158	62.3047	15.9497
267.161	53.3502	13.725
268.158	32.9869	11.5203
269.159	26.4691	9.20037
270.159	31.6472	10.2006
271.159	26.4483	9.27189
272.159	25.9426	10.2713
273.159	31.5186	11.2718
274.159	25.244	10.3253
275.159	31.1938	11.3256
276.16	37.7985	12.3262
277.159	22.0644	7.17675
278.159	14.0458	6.76554
279.159	10.2788	4.94833
280.159	13.2796	5.9486
281.159	17.1506	6.94895
282.159	21.1478	7.94826
283.159	18.1921	8.94868
284.159	22.1932	9.94896
285.159	26.9469	10.9484
286.159	32.4083	11.9491
287.159	38.4042	12.9484
288.159	45.0925	13.9486
289.159	52.0942	14.9488
290.16	59.6687	15.9491
291.16	51.2666	13.7311
292.16	33.0458	9.6445
293.16	29.4898	8.75698
294.16	26.7369	8.45872
295.163	17.7087	7.68921
296.161	22.2211	8.68896
297.161	27.2226	9.68926
298.162	32.5585	10.6895
299.162	38.5616	11.69
300.162	38.1047	12.6904
301.162	30.411	10.5467
302.162	35.9764	11.5469
303.163	41.9793	12.5474
304.163	48.9643	13.5479
305.169	56.0049	14.5537
306.169	48.2127	14.3873
307.17	39.8278	11.522
308.17	46.5215	12.5223
309.17	43.8794	13.5226
310.171	35.9545	12.3434
311.17	32.7393	13.3429
312.17	38.7561	14.3431
313.171	35.768	15.3434
314.17	35.0733	16.3429
315.176	40.1178	17.3434
316.17	27.771	10.7593
317.179	21.1131	7.60507
318.179	17.5086	7.36931
319.179	22.3914	8.36875
320.179	27.4179	9.36908
321.179	33.4155	10.3687
322.179	40.3037	11.369
323.179	30.2176	12.3693
324.179	35.2794	13.3686
325.179	26.9127	10.051
326.184	24.0451	11.0554
327.184	10.9226	7.02965
328.184	13.9232	8.02987
329.184	17.4491	9.03011
330.184	21.4463	10.0294
331.184	25.4479	11.0298
332.186	30.3775	12.0312
333.186	35.4906	13.0316
334.186	41.4924	14.0319
335.187	47.8796	15.0323
336.187	55.1308	16.0328
337.188	63.1342	17.0332
338.188	71.8366	18.0336
339.188	47.2373	12.8271
340.191	55.2407	13.8275
341.189	40.7138	12.5302
342.189	34.2917	10.9273
343.189	23.6659	8.38777
344.189	28.6635	9.38729
345.189	34.6351	10.3877
346.19	35.6172	11.388
347.19	41.6194	12.3884
348.19	34.9145	12.2509
349.19	40.9105	13.2503
350.19	39.509	14.2506
351.192	46.0932	15.2523
352.192	53.0951	16.2525
353.192	60.098	17.253
354.192	68.0283	18.2523
355.192	57.096	16.5097
356.194	47.5956	11.9741
357.195	43.2125	12.9759
358.195	35.6792	10.6852
359.195	20.5158	8.57769
360.199	25.5357	9.58167
361.199	24.4776	10.582
362.199	29.4743	11.5813
363.199	35.1349	12.5815
364.199	41.1366	13.5818
365.199	33.1701	11.942
366.199	26.2298	8.45003
367.199	31.6356	9.45032
368.199	37.6452	10.4503
369.199	44.6422	11.4498
370.199	44.8142	12.4505
371.2	51.8159	13.4508
